Standard name,Common name,Sc ortholog,Essential in Sc,Sc synthetic lethals,Sc fitness,Essential in albicans,Sp ortholog,Essential in Sp,Hits,Reads,Length,Neighborhood index,100 bp upstream hits,Max free region,Freedom index,Logit FI,Kornmann FI,Type,Description
CR_04660C_A,UGP1,UGP1,,No,,No,fyu1,Yes,1,1,1643,0.03158736290859142,0,1026,0.6826347305389222,0.6826332331647827,0.0,ORF|Verified,"UTP-glucose-1-phosphaturidyl transferase; localizes to yeast, not hyphal cell surface; Hog1-repressed; stationary phase enriched; induced in oralpharyngeal candidasis; rat catheter biofilm repressed; Bcr1-repressed in RPMI a/a biofilms"
CR_04670C_A,,,,,,,,,9,494,357,1.216439516983264,2,121,0.3389355742296919,0.28056531260560447,0.0,ORF|Dubious,Ortholog of Candida albicans WO-1 : CAWG_01802
CR_04680C_A,,,,,,,,,7,330,303,1.114735002912056,1,107,0.35313531353135313,0.2602310259213728,0.0,ORF|Uncharacterized,Protein of unknown function; transcript detected on high-resolution tiling arrays
CR_04690C_A,tS(GCU)2,,,,,,,,2,129,116,1.1442568271836566,1,44,0.5365853658536586,0.1261255687121263,0.0,tRNA|Uncharacterized,"tRNA-Ser, predicted by tRNAscan-SE; GCU anticodon"
CR_04700C_A,tS(GCU)1,,,,,,,,0,0,115,0.0,3,82,1.0,0.23505219623623536,0.0,tRNA|Uncharacterized,"tRNA-Ser, predicted by tRNAscan-SE; GCU anticodon"
CR_04710W_A,,CWC27,,,1.0325,,,,5,88,405,0.5791917273398755,1,168,0.4148148148148148,0.3675041973950497,0.0,ORF|Uncharacterized,Ortholog(s) have U2-type spliceosomal complex localization
CR_04720C_A,,INO80,,,,,ino80,Yes,7,172,4164,0.07979964320021957,0,1021,0.2451969260326609,0.2451969260326609,0.06382606102581474,ORF|Uncharacterized,Putative ATPase and nucleosome spacing factor; heterozygous null mutant displays sensitivity to virgineone
CR_04730W_A,,YJR085C,,,0.7145,No,SPAP14E8.05c,No,7,211,333,0.8970428762095429,3,110,0.3303303303303303,0.26123864812781694,0.0,ORF|Uncharacterized,"Ortholog(s) have endoplasmic reticulum, mitochondrion localization"
CR_04740C_A,ADE6,ADE6,,,1.0137,No,ade3,No,3,7,4113,0.03354303428154631,0,2935,0.7135910527595429,0.7135910527595429,0.0,ORF|Uncharacterized,"5-Phosphoribosylformyl glycinamidine synthetase; adenine biosynthesis; not induced in GCN response, in contrast to S. cerevisiae Ade6; protein in stationary phase yeast-form cultures; flow model and rat catheter biofilm repressed"
CR_04750W_A,,YLR363W-A,,,0.9680,,,,2,149,267,0.353378277153558,6,140,0.5243445692883895,0.34685558909518105,0.0,ORF|Uncharacterized,Protein of unknown function; Hap43-induced; rat catheter and Spider biofilm induced
CR_04760C_A,,YMR221C,,,1.0022,No,,,10,194,1686,0.32915984795352016,5,618,0.3665480427046263,0.3665479137268899,0.20251708061956203,ORF|Uncharacterized,"Predicted membrane transporter, member of the L-amino acid transporter-3 (LAT3) family, major facilitator superfamily (MFS)"
CR_04770C_A,,,,,,,,,4,297,570,0.389448072736586,1,176,0.3087719298245614,0.30132218286050916,0.0,ORF|Uncharacterized,"Ortholog of C. dubliniensis CD36 : Cd36_30140, C. parapsilosis CDC317 : CPAR2_204040, Candida tenuis NRRL Y-1498 : CANTEDRAFT_114703 and Debaryomyces hansenii CBS767 : DEHA2G22880g"
CR_04780W_A,RPB8,RPB8,,,,No,rpb8,Yes,0,0,447,0.0,0,447,1.0,0.9220117648706336,0.0,ORF|Verified,"Putative subunit of RNA polymerases I, II, and III; regulated by Gcn4p; repressed in response to amino acid starvation (3-aminotriazole treatment); heterozygous null mutant exhibits resistance to parnafungin"
CR_04790W_A,MVB12,,,,,No,,,0,0,568,0.0,2,492,1.0,0.9488262990829084,0.0,ORF|Verified,ESCRT-I complex subunit with a role in multivesicular body (MVB) trafficking; mutant displays growth defect on alkaline medium; Hap43p-repressed gene
CR_04800W_A,MNT4,,,,,No,,,10,338,2160,0.27360757704269156,1,518,0.23981481481481481,0.23981481407741306,0.17860748816229163,ORF|Uncharacterized,"Predicted alpha-1,3-mannosyltransferase with a role in protein glycosylation; induced in low iron"
CR_04810W_A,RPS3,RPS3,,,,No,rps3,Yes,1,1,756,0.07426303854875284,0,408,0.5396825396825397,0.5376133859715728,0.0,ORF|Verified,"Ribosomal protein S3; Hog1, Hap43-induced; grepressed upon phagocytosis by murine macrophage; present in exponential and stationary phase cells; Spider biofilm repressed"
CR_04820W_A,,SPO24,,,1.0115,,,,2,167,306,0.37612709317303566,1,171,0.5588235294117647,0.415032951786795,0.0,ORF|Uncharacterized,Protein of unknown function; Hap43-induced; rat catheter and Spider biofilm induced
CR_04830C_A,,,,,,,,,11,698,2421,0.23126323745243305,2,558,0.23048327137546468,0.23048327132335014,0.14543906005398485,ORF|Uncharacterized,Has domain(s) with predicted myosin binding activity
CR_04840C_A,MSS11,MSS11,,,1.0180,,,,16,1140,1917,0.4334962679598395,1,605,0.31559728742827337,0.3155972764053448,0.28460768388732527,ORF|Verified,Transcription factor; activator that binds to Flo8 via a LisH motif to cooperatively activate transcription of hypha-specific genes; required for hyphal growth
CR_04850C_A,,,,,,,,,3,96,777,0.18864361255665604,0,381,0.49034749034749037,0.4888224827338885,0.0,ORF|Uncharacterized,Ortholog of Candida albicans WO-1 : CAWG_01818
CR_04860C_A,,,,,,,,,3,84,1389,0.10699537819357871,2,1145,0.8243340532757379,0.8243283994961644,0.0,ORF|Uncharacterized,"Ortholog of C. dubliniensis CD36 : Cd36_30250, Candida tenuis NRRL Y-1498 : CANTEDRAFT_98619, Debaryomyces hansenii CBS767 : DEHA2G22594g and Pichia stipitis Pignal : PICST_50168"
CR_04870C_A,,,,,,No,atd2,No,8,693,1506,0.20207853600886969,1,524,0.34794156706507307,0.3479408264041075,0.14632894262952142,ORF|Verified,"Trimethylaminobutyraldehyde dehydrogenase, the third enzyme of the carnitine biosynthesis pathway"
CR_04880W_A,,GLY1,,,NaN,No,gly1,No,5,862,1110,0.15885528385528386,0,510,0.4594594594594595,0.459408159275927,0.0,ORF|Verified,"Hydroxytrimethyllysine aldolase, the second enzyme in the carnitine biosynthesis pathway; rat catheter biofilm repressed"
CR_04890W_A,LYS5,LYS5,,,NaN,,,,5,248,990,0.18575131849468132,5,528,0.5333333333333333,0.5331356767249992,0.0,ORF|Verified,"Phosphopantetheinyl transferase; enzyme of lysine biosynthesis; modifies, and thereby activates, Lys2p alpha-aminoadipate reductase; functional homolog of S. cerevisiae Lys5p"
CR_04900C_A,PGA39,,,,,No,,,8,975,846,0.3520344423302389,0,219,0.25886524822695034,0.25846080986037584,0.20287056191189506,ORF|Uncharacterized,Putative GPI-anchored protein
CR_04910W_A,CDC43,CDC43,,,,No,cwg2,Yes,1,1,1155,0.03272564681015385,1,782,0.677056277056277,0.6770080732263569,0.0,ORF|Verified,"Beta subunit of heterodimeric protein geranylgeranyltransferase type I; GGTase I enzyme binds zinc, is Mg-dependent; Cdc42p is GGTase I substrate"
CR_04920W_A,,HEM25,,,0.9983,No,hem25,No,3,131,1089,0.10290845518118245,0,723,0.6639118457300276,0.6638203980590297,0.0,ORF|Uncharacterized,Ortholog(s) have mitochondrion localization
CR_04930W_A,PEX14,PEX14,,,0.8825,No,pex14,No,5,210,1359,0.1414294651742503,2,326,0.2398822663723326,0.23988004551286837,0.0,ORF|Uncharacterized,"Ortholog(s) have peroxisome matrix targeting signal-1 binding, peroxisome matrix targeting signal-2 binding, protein binding, bridging activity"
CR_04940W_A,,,,,,,,,6,594,1074,0.23509188806592687,0,407,0.3789571694599628,0.37889652559792536,0.13705689132644475,ORF|Uncharacterized,"Ortholog of C. dubliniensis CD36 : Cd36_30340, C. parapsilosis CDC317 : CPAR2_203900, Candida tenuis NRRL Y-1498 : CANTEDRAFT_113094 and Debaryomyces hansenii CBS767 : DEHA2G22374g"
CR_04950W_A,MED5,NUT1,,,0.8902,,,,20,941,3111,0.2729501710262875,5,527,0.16939890710382513,0.16939890710378655,0.17023955457916035,ORF|Uncharacterized,RNA polymerase II mediator complex subunit; transcription positively regulated by Tbf1p
CR_04960C_A,CRG1,,,,,No,SPAC1B3.06c,No,9,427,912,0.39274270520861737,2,263,0.2883771929824561,0.2881441515731329,0.2228612831048585,ORF|Verified,"Methyltransferase involved in sphingolipid homeostasis, methylates a drug cantharidin; decreased expression in hyphae compared to yeast; expression regulated during planktonic growth; flow model biofilm induced; Hap43-repressed gene"
CR_04970C_A,,,,,,,,,7,875,870,0.3668387363204625,1,451,0.5183908045977011,0.5177534956572458,0.178673630120771,ORF|Uncharacterized,"Ortholog of C. dubliniensis CD36 : Cd36_30370, Candida tropicalis MYA-3404 : CTRG_00536 and Candida albicans WO-1 : CAWG_01831"
CR_04980C_A,,,,,,,,,8,391,582,0.614079528718704,2,158,0.27147766323024053,0.26565248835845123,0.2712142240617779,ORF|Uncharacterized,Protein of unknown function; induced by alpha pheromone in SpiderM medium
CR_04990C_A,,,,,,,,,0,0,828,0.0,0,828,1.0,0.9981301024729159,0.0,ORF|Uncharacterized,Predicted protein only found in C. albicans and C. dubliniensis; highly induced during chlamydospore development
CR_05000C_A,,,,,,,,,13,1289,327,1.877502740753563,0,127,0.38837920489296635,0.30322424766006206,0.0,ORF|Dubious,Dubious open reading frame
CR_05010W_A,,YEN1,,,NaN,,exo1,No,14,1129,2055,0.32907173929071737,0,635,0.30900243309002434,0.30900243037484043,0.21565632366273998,ORF|Uncharacterized,"Ortholog(s) have crossover junction endodeoxyribonuclease activity, role in DNA repair and cytoplasm, nucleus localization"
CR_05020W_A,LYP1,,,,,No,SPCPB1C11.02,No,9,323,1590,0.28518389705243025,4,388,0.2440251572327044,0.24402493297834013,0.1738933249967012,ORF|Uncharacterized,"Putative permease; amphotericin B induced; flucytosine repressed; possibly an essential gene, disruptants not obtained by UAU1 method"
CR_05030W_A,,,,,,No,,,9,294,2913,0.16885954358643654,2,1562,0.5362169584620666,0.5362169584611817,0.14986541639987527,ORF|Uncharacterized,"Ortholog of C. dubliniensis CD36 : Cd36_30530, C. parapsilosis CDC317 : CPAR2_203340, Candida tenuis NRRL Y-1498 : CANTEDRAFT_117008 and Debaryomyces hansenii CBS767 : DEHA2G24244g"
CR_05040W_A,,,,,,,,,13,902,300,2.2952059925093633,0,90,0.3,0.21931757358900145,0.0,ORF|Dubious,Protein of unknown function; Spider biofilm induced
CR_05050W_A,GLN1,GLN1,,,,,gln1,Yes,0,0,1122,0.0,0,1122,1.0,0.9999009711200578,0.0,ORF|Uncharacterized,"Putative glutamate synthase; regulated by Tsa1, Tsa1B under H2O2 stress conditions; Spider biofilm induced"
CR_05060W_A,,,,,,,,,1,316,508,0.10795094578694904,0,488,0.9606299212598425,0.9184200198556753,0.0,long_terminal_repeat,"Long terminal repeat (LTR) associated with the transposon Tca7; about 508 bp long, 10-15 copies per genome"
CR_05070W_A,tH(GUG)1,,,,,,,,2,90,98,1.5245849297573435,1,33,0.4583333333333333,0.09971051913940679,0.0,tRNA|Uncharacterized,"tRNA-His, predicted by tRNAscan-SE; GUG anticodon"
CR_05080W_A,VMA13,VMA13,,,NaN,,vma13,Yes,2,2,1477,0.07134122908150788,0,1254,0.8893617021276595,0.8893567577369884,0.0,ORF|Uncharacterized,Predicted proton-transporting ATPase; predicted role in ATP hydrolysis coupled proton transport; rat catheter biofilm repressed
CR_05090C_A,HGT9,,,,,No,ght7,No,23,2645,1973,0.6719092786165957,3,198,0.11498257839721254,0.11498255016987466,0.18314302437631744,ORF|Uncharacterized,"Putative glucose transporter of the major facilitator superfamily; the C. albicans glucose transporter family comprises 20 members; 12 probable membrane-spanning segments; induced at low (0.2%, compared to 2%) glucose in rich media; intron"
CR_05100W_A,,BIR1,,,NaN,,bir1,Yes,4,292,3837,0.0414459860796379,2,2091,0.5449569976544175,0.5449569976544174,0.0,ORF|Uncharacterized,"Ortholog(s) have role in apoptotic process, mitotic spindle assembly checkpoint, mitotic spindle elongation, sister chromatid biorientation"
CR_05110C_A,,,,,,,,,5,878,780,0.22044622044622042,7,601,0.7705128205128206,0.7681870920369875,0.0,long_terminal_repeat,"Long terminal repeat (LTR); about 780 bp long, 4 copies per genome"
CR_05120W_A,,,,,,,ekc1,No,11,621,2775,0.15171380683008592,2,778,0.2803603603603604,0.28036036035852113,0.15109911214545008,ORF|Uncharacterized,"Ortholog of C. dubliniensis CD36 : Cd36_30470, C. parapsilosis CDC317 : CPAR2_203380, Candida tenuis NRRL Y-1498 : CANTEDRAFT_117493 and Debaryomyces hansenii CBS767 : DEHA2G19228g"
CR_05130C_A,,ERJ5,,,0.9840,No,erj5,No,5,324,903,0.2158869833288438,5,437,0.4839424141749723,0.4835145367949823,0.0,ORF|Uncharacterized,Ortholog(s) have role in protein folding and endoplasmic reticulum localization
CR_05140W_A,,KEG1,,,,No,phs1,Yes,1,16,714,0.05603079555175364,2,579,0.8109243697478992,0.8062018892344588,0.0,ORF|Uncharacterized,"Integral membrane protein of the ER; role in the synthesis of beta-1,6-glucan in the cell wall; S. cerevisiae ortholog required for cell viability; Spider biofilm induced"
CR_05150W_A,,MRPL44,,,0.9962,,,,1,61,276,0.1480430167082064,2,165,0.5978260869565217,0.4073310365043088,0.0,ORF|Uncharacterized,Ortholog(s) have structural constituent of ribosome activity and mitochondrial large ribosomal subunit localization
CR_05160C_A,,DXO1,,,1.0410,,,,21,1854,1197,0.7380712928818862,2,358,0.29908103592314117,0.29906704480013757,0.30577035767429495,ORF|Uncharacterized,S. cerevisiae ortholog YDR370C/DXO1 has decapping and 5&#8242;-3&#8242; exoRNase activity; decreased transcription is observed upon fluphenazine treatment or in an azole-resistant strain that overexpresses CDR1 and CDR2
CR_05170C_A,FDH1,FDH1,,NaN,0.8710,No,ser3,No,5,499,1140,0.18800983350094982,1,512,0.44912280701754387,0.4490856568262281,0.0,ORF|Uncharacterized,"Formate dehydrogenase; oxidizes formate to CO2; Mig1 regulated; induced by macrophages; fluconazole-repressed; repressed by Efg1 in yeast, not hyphal conditions; stationary phase enriched; rat catheter and Spider biofilm induced"
CR_05180C_A,SDH2,SDH2,,,0.9805,,sdh2,No,2,45,792,0.11635451739618408,0,653,0.8244949494949495,0.8222869444462158,0.0,ORF|Verified,"Succinate dehydrogenase, Fe-S subunit; localizes to surface of yeast cells, but not hyphae; induced in high iron and during log phase aerobic growth; repressed by nitric oxide, Hap43"
CR_05190W_A,,,,,,,,,0,0,828,0.0,0,828,1.0,0.9981301024729159,0.0,ORF|Uncharacterized,"Protein similar to S. cerevisiae Cis3p, which has a role cell-wall-related processes; predicted Kex2p substrate; possibly an essential gene, disruptants not obtained by UAU1 method"
CR_05200C_A,,,,,,,,,2,77,420,0.22764136904761906,0,236,0.5619047619047619,0.5058544870660817,0.0,ORF|Uncharacterized,Protein of unknown function; regulated by Ssn6
CR_05210W_A,,,,,,No,,,4,383,1026,0.1941933959477819,0,420,0.4093567251461988,0.4092508687293365,0.0,ORF|Uncharacterized,Protein of unknown function; Hap43-repressed; Spider biofilm repressed
CR_05220C_A,GUT1,GUT1,,,0.9835,,,,11,1485,1896,0.28554565286030026,0,528,0.27848101265822783,0.2784810006587829,0.2145166774159445,ORF|Uncharacterized,Putative glycerol kinase; downregulated upon adherence to polystyrene; greater mRNA abundance observed in a cyr1 homozygous null mutant than in wild type
CR_05230C_A,,,,,,,,,44,3922,5761,0.3969000931199598,4,1108,0.19232772088179134,0.19232772088179134,0.19742623648523255,retrotransposon,"Non-LTR retrotransposon, encodes a potential DNA-binding zinc-finger protein and a polyprotein similar to pol with conserved endonuclease and reverse transcriptase domains; about 5,750 bp long; member of L1 clade of transposons"
CR_05240C_A,FGR14,,,,,,,,20,1894,3450,0.2697826086956522,0,1108,0.32115942028985506,0.32115942028985256,0.19364235517085968,ORF|Verified|transposable element gene,Protein encoded in retrotransposon Zorro3 with similarity to retroviral endonuclease-reverse transcriptase proteins; lacks an ortholog in S. cerevisiae; transposon mutation affects filamentous growth
CR_05250C_A,FGR13,,,,,No,,,13,1422,1827,0.36391379507231647,3,607,0.3322386425834702,0.3322386140418327,0.19743321621976956,ORF|Verified|transposable element gene,Protein encoded in retrotransposon Zorro3 with a potential zinc finger; lacks an ortholog in S. cerevisiae; transposon mutation affects filamentous growth
CR_05260C_A,KCS1,KCS1,,,NaN,No,kcs1,Yes,11,1105,1059,0.5155669513313069,5,495,0.46742209631728043,0.46733519249326083,0.0,ORF|Uncharacterized,Putative bZIP transcription factor; Spider biofilm induced
CR_05270W_A,,,,,,,,,11,1389,314,1.6874864595519736,5,74,0.2356687898089172,0.17856144358686038,0.0,ORF|Dubious,Ortholog of Candida albicans WO-1 : CAWG_01856
CR_05280W_A,,,,,,,,,6,486,320,0.8880345394736842,0,155,0.484375,0.37225419200733667,0.0,ORF|Dubious,Ortholog of Candida albicans WO-1 : CAWG_01857
CR_05290W_A,MNT3,,,,,No,omh3,No,5,663,1137,0.22046678250423665,2,500,0.4397537379067722,0.4397162550032524,0.0,ORF|Verified,"Mannosyltransferase; transcription elevated in cyr1, chk1, nik1, and sln1 homozygous null mutants; fungal-specific (no human or murine homolog)"
CR_05300C_A,MNN21,MNN2,,No,1.0072,No,,,11,1120,1983,0.28452385820010634,2,787,0.39687342410489157,0.39687341694046563,0.1579529958265557,ORF|Verified,"Ortholog(s) have alpha-1,2-mannosyltransferase activity, role in cell wall mannoprotein biosynthetic process and Golgi apparatus localization"
CR_05310W_A,,APS1,,No,1.0082,No,vas2,No,2,270,462,0.21804046293842214,4,197,0.4264069264069264,0.3974699743838357,0.0,ORF|Uncharacterized,"Ortholog(s) have clathrin binding activity, role in Golgi to vacuole transport, endosomal transport and AP-1 adaptor complex, cytosol, endosome, nucleus localization"
CR_05320C_A,,,,,,,,,4,215,315,0.6187363834422659,2,146,0.4634920634920635,0.35202728214149276,0.0,ORF|Dubious,Dubious open reading frame
CR_05330W_A,,,,,,,,,0,0,186,0.0,0,186,1.0,0.4650570548417855,0.0,ORF|Uncharacterized,Protein of unknown function; Spider biofilm repressed
CR_05340C_A,IFE2,,,,,,tms1,No,6,845,1308,0.2361264016309888,2,432,0.3302752293577982,0.3302701373806307,0.14636776564338716,ORF|Uncharacterized,"Putative alcohol dehydrogenase; yeast-enriched transcript; Efg1-regulated; induced by prostaglandins, Hog1, fluconazole; rat catheter biofilm induced"
CR_05350W_A,,,,,,,,,2,34,67,1.6239927124938687,1,45,0.6716417910447762,0.1404801706654903,0.0,snoRNA|Uncharacterized,H/ACA box small nucleolar RNA (snoRNA)
CR_05360C_A,,,,,,,,,8,1064,1560,0.2680386864597391,3,670,0.42948717948717946,0.4294866467111073,0.17346407620817675,ORF|Uncharacterized,"Ortholog of C. dubliniensis CD36 : Cd36_30690, C. parapsilosis CDC317 : CPAR2_204140, Debaryomyces hansenii CBS767 : DEHA2F16940g and Candida tropicalis MYA-3404 : CTRG_00570"
CR_05370W_A,,,,,,No,,,8,978,1544,0.2579635052939851,4,528,0.34196891191709844,0.3419684141018932,0.16337678642874542,ncRNA|Verified,Telomerase RNA; provides the template for the telomerase reverse transcriptase TERT/EST2
